category,distance,duration,nearby_places,title,url,p_rating,count,itemId
Adventure,49 Kms,Half Day,None,Rishikesh Trekking Trail,/india/rishikesh/situation-value,3.0,580,9594
Heritage,42 Kms,1-2 Hours,None,Hyderabad Fort,/india/hyderabad/coach-try-million,1.1,238,5278
Adventure,27 Kms,Full Day,None,Rishikesh Trekking Trail,/india/rishikesh/data-road-it-space,2.8,456,9442
Heritage,22 Kms,Full Day,None,Hyderabad Palace,/india/hyderabad/add-politics,1.8,222,229
Wildlife,26 Kms,1-2 Hours,None,Sundarbans National Park,/india/sundarbans/morning-hundred,4.3,926,5283
Adventure,43 Kms,Half Day,None,Manali Rafting Point,/india/manali/couple-remain-case,1.4,559,2441
Wildlife,1 Kms,Half Day,None,Kaziranga Sanctuary,/india/kaziranga/smile-dark-each,2.6,410,3834
Heritage,2 Kms,1-2 Hours,None,Agra Fort,/india/agra/fight-large-tell,2.1,520,7102
Nature,9 Kms,Half Day,None,Ooty Lake,/india/ooty/possible-concern,4.4,867,6867
Religious,29 Kms,Half Day,None,Rishikesh Church,/india/rishikesh/sing-light-result,2.8,905,1056
Nature,9 Kms,Half Day,None,Munnar Hill Station,/india/munnar/church-western,1.4,351,9511
Beach,40 Kms,2-3 Hours,None,Kochi Resort,/india/kochi/product-knowledge,3.3,916,607
Heritage,46 Kms,2-3 Hours,None,Jaipur Fort,/india/jaipur/serious-continue,2.4,68,2205
Religious,11 Kms,2-3 Hours,None,Tirupati Ghat,/india/tirupati/run-source,2.4,456,9515
Religious,42 Kms,Full Day,None,Rishikesh Ghat,/india/rishikesh/hold-level-peace,3.6,464,8374
Beach,46 Kms,Full Day,None,Chennai Resort,/india/chennai/mind-sister-law,2.5,174,6539
Beach,7 Kms,Full Day,None,Puri Resort,/india/puri/back-discover-even,2.8,898,9155
Heritage,37 Kms,1-2 Hours,None,Jaipur Museum,/india/jaipur/adult-measure-power,1.1,755,1808
Religious,45 Kms,2-3 Hours,None,Varanasi Temple,/india/varanasi/eat-evidence,3.4,711,7274
Wildlife,47 Kms,1-2 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/both-church-figure,1.2,736,3088
Nature,36 Kms,Half Day,None,Ooty Lake,/india/ooty/simple-keep-body,2.9,190,3934
Wildlife,38 Kms,Half Day,None,Sundarbans National Park,/india/sundarbans/far-a-should-movie,3.9,597,7537
Heritage,39 Kms,Full Day,None,Jaipur Palace,/india/jaipur/woman-television,3.0,303,3796
Heritage,34 Kms,Full Day,None,Jaipur Museum,/india/jaipur/work-ability-carry,1.5,515,4912
Heritage,46 Kms,2-3 Hours,None,Jaipur Palace,/india/jaipur/range-care-support,3.5,103,2940
Adventure,39 Kms,Full Day,None,Ladakh Trekking Trail,/india/ladakh/response-one,2.1,819,5367
Heritage,17 Kms,Half Day,None,Delhi Museum,/india/delhi/able-throw-cultural,2.7,309,3241
Adventure,37 Kms,Half Day,None,Goa Trekking Trail,/india/goa/family-american,4.3,111,790
Religious,19 Kms,Half Day,None,Tirupati Church,/india/tirupati/rock-dog-note,1.4,808,9805
Nature,16 Kms,Half Day,None,Munnar Lake,/india/munnar/language-interview,1.2,353,9778
Beach,44 Kms,2-3 Hours,None,Goa Resort,/india/goa/ask-thank-fight,4.7,281,828
Adventure,50 Kms,2-3 Hours,None,Manali Rafting Point,/india/manali/also-away-center,2.1,997,608
Beach,26 Kms,Half Day,None,Puri Beach,/india/puri/simply-any-against,1.3,332,1023
Beach,42 Kms,1-2 Hours,None,Goa Resort,/india/goa/air-believe-allow,4.3,922,1478
Beach,27 Kms,Half Day,None,Goa Resort,/india/goa/party-culture,3.0,830,3968
Beach,1 Kms,1-2 Hours,None,Puri Resort,/india/puri/civil-result,2.2,214,3733
Heritage,39 Kms,Full Day,None,Agra Museum,/india/agra/ahead-president,1.7,96,8316
Wildlife,19 Kms,2-3 Hours,None,Ranthambore Sanctuary,/india/ranthambore/single-citizen-upon,4.1,391,1051
Nature,50 Kms,Half Day,None,Leh Lake,/india/leh/parent-away-design,4.6,787,1537
Wildlife,24 Kms,Half Day,None,Sundarbans National Park,/india/sundarbans/check-hope-however,3.3,598,7953
Religious,42 Kms,2-3 Hours,None,Amritsar Church,/india/amritsar/reduce-ability-time,3.4,738,6705
Wildlife,41 Kms,Full Day,None,Ranthambore Sanctuary,/india/ranthambore/goal-truth-century,4.2,176,5675
Adventure,23 Kms,2-3 Hours,None,Rishikesh Rafting Point,/india/rishikesh/direction-indicate,3.0,163,3372
Heritage,23 Kms,Half Day,None,Hyderabad Museum,/india/hyderabad/follow-professional,2.5,981,2345
Heritage,20 Kms,Half Day,None,Agra Fort,/india/agra/stuff-real-together,2.1,599,1798
Beach,48 Kms,2-3 Hours,None,Goa Resort,/india/goa/live-mind-fund,1.7,267,1590
Beach,41 Kms,1-2 Hours,None,Goa Beach,/india/goa/suggest-control,1.1,703,444
Heritage,49 Kms,Half Day,None,Hyderabad Palace,/india/hyderabad/student-about-break,2.5,681,2274
Wildlife,19 Kms,1-2 Hours,None,Sundarbans National Park,/india/sundarbans/either-american-eat,2.3,994,6336
Religious,21 Kms,Full Day,None,Amritsar Temple,/india/amritsar/quality-like-its,3.3,387,4104
Heritage,9 Kms,2-3 Hours,None,Delhi Fort,/india/delhi/company-drug,4.1,583,2738
Wildlife,21 Kms,2-3 Hours,None,Jim Corbett National Park,/india/jim corbett/option-sport-know,2.0,459,834
Adventure,18 Kms,1-2 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/wait-would-idea,4.0,330,382
Wildlife,38 Kms,Full Day,None,Kaziranga National Park,/india/kaziranga/during-try-oil,2.8,252,4320
Religious,46 Kms,2-3 Hours,None,Rishikesh Temple,/india/rishikesh/others-throw-option,4.3,762,9077
Heritage,46 Kms,Full Day,None,Jaipur Museum,/india/jaipur/population-glass,2.9,331,2521
Wildlife,40 Kms,1-2 Hours,None,Ranthambore National Park,/india/ranthambore/there-plant-decide,4.6,154,5301
Religious,16 Kms,1-2 Hours,None,Amritsar Ghat,/india/amritsar/shoulder-time-work,2.3,425,7724
Heritage,4 Kms,2-3 Hours,None,Delhi Palace,/india/delhi/rich-cost-house-the,1.8,394,4839
Religious,44 Kms,Half Day,None,Rishikesh Church,/india/rishikesh/add-majority-avoid,4.9,427,2460
Nature,5 Kms,Half Day,None,Leh Garden,/india/leh/answer-across-like,2.0,368,7585
Wildlife,20 Kms,Full Day,None,Sundarbans Sanctuary,/india/sundarbans/management-occur,3.7,224,4298
Heritage,37 Kms,2-3 Hours,None,Hyderabad Museum,/india/hyderabad/all-eat-lot-realize,4.9,415,5640
Religious,43 Kms,1-2 Hours,None,Tirupati Ghat,/india/tirupati/save-feel-entire,3.6,678,6213
Wildlife,31 Kms,Full Day,None,Jim Corbett Sanctuary,/india/jim corbett/be-nice-station,3.2,767,8781
Adventure,41 Kms,2-3 Hours,None,Goa Rafting Point,/india/goa/seek-situation-lay,4.8,603,2605
Heritage,29 Kms,2-3 Hours,None,Jaipur Palace,/india/jaipur/simply-drop-sort,3.4,556,7719
Adventure,7 Kms,Full Day,None,Rishikesh Rafting Point,/india/rishikesh/current-character,3.5,965,7332
Religious,13 Kms,2-3 Hours,None,Amritsar Church,/india/amritsar/red-national-drug,1.4,653,3555
Adventure,16 Kms,2-3 Hours,None,Rishikesh Rafting Point,/india/rishikesh/law-financial-sound,4.4,415,3812
Wildlife,36 Kms,2-3 Hours,None,Sundarbans Sanctuary,/india/sundarbans/mother-somebody,3.3,255,822
Wildlife,40 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/current-sit-born,1.3,451,5584
Religious,17 Kms,2-3 Hours,None,Madurai Temple,/india/madurai/mention-talk,3.7,155,798
Religious,32 Kms,1-2 Hours,None,Tirupati Temple,/india/tirupati/song-their-degree,1.6,799,3865
Beach,5 Kms,Full Day,None,Chennai Beach,/india/chennai/social-most-score,2.6,932,7808
Wildlife,20 Kms,1-2 Hours,None,Sundarbans National Park,/india/sundarbans/general-lawyer,4.9,370,7723
Heritage,8 Kms,1-2 Hours,None,Jaipur Fort,/india/jaipur/much-break-indeed,4.1,83,5106
Wildlife,2 Kms,2-3 Hours,None,Jim Corbett National Park,/india/jim corbett/radio-turn-we-to,2.0,711,8682
Nature,17 Kms,Half Day,None,Munnar Hill Station,/india/munnar/difference-middle,3.9,244,9730
Wildlife,18 Kms,Full Day,None,Jim Corbett National Park,/india/jim corbett/sea-evening-pay,3.0,238,5931
Heritage,21 Kms,1-2 Hours,None,Jaipur Palace,/india/jaipur/too-eight-miss,4.3,681,8129
Adventure,5 Kms,1-2 Hours,None,Manali Rafting Point,/india/manali/reduce-again,4.5,487,2269
Nature,47 Kms,Full Day,None,Leh Garden,/india/leh/international-avoid,2.7,851,1809
Religious,18 Kms,1-2 Hours,None,Rishikesh Church,/india/rishikesh/news-security-big,1.8,718,3053
Heritage,10 Kms,Full Day,None,Hyderabad Palace,/india/hyderabad/do-mission,3.0,809,8528
Beach,33 Kms,2-3 Hours,None,Mumbai Beach,/india/mumbai/pattern-read-coach,4.9,960,7210
Beach,46 Kms,2-3 Hours,None,Chennai Resort,/india/chennai/summer-pm-company,1.3,803,2319
Wildlife,25 Kms,2-3 Hours,None,Kaziranga National Park,/india/kaziranga/anyone-any-station,4.1,889,3513
Beach,2 Kms,Full Day,None,Puri Resort,/india/puri/officer,2.0,552,3757
Religious,8 Kms,1-2 Hours,None,Tirupati Church,/india/tirupati/including-most,1.9,501,1295
Beach,7 Kms,1-2 Hours,None,Kochi Resort,/india/kochi/door-figure-note,1.3,109,9693
Nature,38 Kms,1-2 Hours,None,Munnar Lake,/india/munnar/red-artist-mrs,1.3,152,7121
Beach,40 Kms,1-2 Hours,None,Mumbai Beach,/india/mumbai/official-happen,3.4,567,2586
Wildlife,2 Kms,Half Day,None,Kaziranga Sanctuary,/india/kaziranga/behavior-security,2.3,879,9745
Adventure,18 Kms,2-3 Hours,None,Ladakh Trekking Trail,/india/ladakh/community-religious,3.6,957,3323
Religious,33 Kms,Half Day,None,Tirupati Temple,/india/tirupati/despite-door-form,3.7,364,5898
Beach,15 Kms,Full Day,None,Chennai Beach,/india/chennai/wait-watch-morning,4.8,254,2714
Nature,5 Kms,2-3 Hours,None,Leh Garden,/india/leh/great-company-image,3.2,930,3997
Heritage,22 Kms,Full Day,None,Hyderabad Fort,/india/hyderabad/under-loss-boy-left,2.1,477,8014
Beach,20 Kms,Half Day,None,Puri Beach,/india/puri/human-since-center,4.4,103,5413
Heritage,43 Kms,2-3 Hours,None,Kolkata Fort,/india/kolkata/major-behavior,3.1,268,9637
Wildlife,20 Kms,1-2 Hours,None,Jim Corbett National Park,/india/jim corbett/even-into-town,2.0,456,5783
Nature,47 Kms,Half Day,None,Leh Lake,/india/leh/never-include,1.7,157,621
Adventure,25 Kms,2-3 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/lose-popular,2.3,432,6874
Adventure,35 Kms,1-2 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/popular-method-word,1.2,356,8396
Heritage,34 Kms,2-3 Hours,None,Delhi Fort,/india/delhi/player-stay-modern,3.9,566,1907
Nature,34 Kms,Half Day,None,Leh Lake,/india/leh/someone-interesting,2.2,184,8959
Nature,46 Kms,2-3 Hours,None,Munnar Lake,/india/munnar/him-raise-itself,3.3,934,8814
Beach,35 Kms,Half Day,None,Puri Beach,/india/puri/official-on-account,3.9,558,7881
Religious,4 Kms,Half Day,None,Amritsar Church,/india/amritsar/body-short-shoulder,1.4,909,9425
Heritage,7 Kms,1-2 Hours,None,Delhi Museum,/india/delhi/television-the-new,1.2,108,2098
Beach,29 Kms,2-3 Hours,None,Puri Beach,/india/puri/young-prepare-crime,4.8,532,4627
Heritage,22 Kms,Half Day,None,Hyderabad Palace,/india/hyderabad/put-position,1.5,100,2093
Nature,24 Kms,Half Day,None,Shillong Garden,/india/shillong/foreign-upon,3.9,831,2977
Religious,49 Kms,Full Day,None,Amritsar Church,/india/amritsar/tell-goal,2.9,520,7481
Heritage,34 Kms,2-3 Hours,None,Delhi Museum,/india/delhi/oil-room-later,4.4,565,6144
Wildlife,1 Kms,2-3 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/expert-lot-party,2.2,830,9960
Adventure,27 Kms,2-3 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/ok-conference-claim,2.4,421,1528
Adventure,22 Kms,2-3 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/and-economic-fast,1.5,206,12
Religious,17 Kms,Full Day,None,Rishikesh Temple,/india/rishikesh/such-door-respond,1.1,645,5947
Beach,28 Kms,Half Day,None,Mumbai Resort,/india/mumbai/respond-sell-their,3.5,511,5367
Heritage,14 Kms,Full Day,None,Hyderabad Palace,/india/hyderabad/far-environmental,4.7,962,5226
Heritage,27 Kms,1-2 Hours,None,Kolkata Palace,/india/kolkata/least-color-here,2.8,129,6624
Adventure,35 Kms,Full Day,None,Goa Rafting Point,/india/goa/coach-avoid-quite,3.8,173,9812
Adventure,45 Kms,2-3 Hours,None,Ladakh Trekking Trail,/india/ladakh/board-study,1.1,185,4744
Religious,30 Kms,2-3 Hours,None,Tirupati Temple,/india/tirupati/system-view-their,3.3,976,6328
Heritage,33 Kms,2-3 Hours,None,Agra Museum,/india/agra/ok-whom-religious,2.7,682,9003
Nature,20 Kms,1-2 Hours,None,Shillong Garden,/india/shillong/several-director,3.6,546,4964
Religious,10 Kms,2-3 Hours,None,Tirupati Church,/india/tirupati/manager-man-during,3.5,439,7394
Religious,9 Kms,2-3 Hours,None,Tirupati Temple,/india/tirupati/claim-forward-need,2.2,197,6212
Religious,13 Kms,Full Day,None,Tirupati Ghat,/india/tirupati/course-decide-son,2.0,149,6040
Beach,48 Kms,Full Day,None,Kochi Resort,/india/kochi/despite-she-and,3.7,957,558
Religious,2 Kms,Full Day,None,Madurai Church,/india/madurai/investment-about,3.7,89,1358
Wildlife,48 Kms,Half Day,None,Ranthambore National Park,/india/ranthambore/human-young-beat,4.3,248,4038
Wildlife,34 Kms,1-2 Hours,None,Ranthambore Sanctuary,/india/ranthambore/available-window,3.7,335,1138
Nature,15 Kms,2-3 Hours,None,Ooty Hill Station,/india/ooty/view-total,1.7,856,3084
Beach,28 Kms,Full Day,None,Chennai Resort,/india/chennai/service-start-next,3.7,963,5795
Nature,11 Kms,Full Day,None,Ooty Hill Station,/india/ooty/forget-direction,2.6,172,6366
Wildlife,7 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/each-five-only-tell,1.1,603,5380
Beach,45 Kms,2-3 Hours,None,Goa Beach,/india/goa/painting-laugh,1.4,800,104
Wildlife,8 Kms,Full Day,None,Sundarbans National Park,/india/sundarbans/issue-her-close,3.3,290,1627
Wildlife,50 Kms,Half Day,None,Jim Corbett National Park,/india/jim corbett/phone-evening,1.0,379,7565
Nature,25 Kms,1-2 Hours,None,Munnar Lake,/india/munnar/alone-official-them,2.3,272,6538
Heritage,3 Kms,1-2 Hours,None,Agra Fort,/india/agra/boy-seek-itself,1.5,384,6639
Wildlife,44 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/whatever-just-tv,1.9,575,2910
Heritage,9 Kms,Half Day,None,Kolkata Fort,/india/kolkata/statement-weight,4.5,837,514
Beach,36 Kms,Half Day,None,Chennai Resort,/india/chennai/attorney-concern,1.5,577,5719
Beach,21 Kms,1-2 Hours,None,Goa Beach,/india/goa/yeah-stuff-society,2.6,116,6660
Religious,38 Kms,Full Day,None,Madurai Church,/india/madurai/reality-adult,2.1,775,60
Adventure,5 Kms,Full Day,None,Goa Rafting Point,/india/goa/manager-should,2.1,151,3747
Religious,16 Kms,1-2 Hours,None,Rishikesh Temple,/india/rishikesh/story-wear-air,1.3,202,9181
Beach,37 Kms,1-2 Hours,None,Kochi Resort,/india/kochi/ago-career-say,3.3,157,9158
Wildlife,38 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/pretty-what,2.4,462,8634
Nature,15 Kms,2-3 Hours,None,Ooty Garden,/india/ooty/purpose-situation,3.0,375,4050
Beach,2 Kms,2-3 Hours,None,Chennai Resort,/india/chennai/attention-prepare,3.1,50,5337
Beach,23 Kms,Half Day,None,Chennai Resort,/india/chennai/response-benefit,1.7,338,5224
Religious,16 Kms,Full Day,None,Madurai Ghat,/india/madurai/difference-nor,3.2,886,6777
Religious,16 Kms,1-2 Hours,None,Amritsar Temple,/india/amritsar/art-close-take,4.0,187,7628
Nature,42 Kms,Half Day,None,Ooty Hill Station,/india/ooty/item-yard-identify,3.2,734,821
Heritage,40 Kms,Full Day,None,Agra Museum,/india/agra/close-decide-middle,3.3,533,2599
Beach,20 Kms,2-3 Hours,None,Chennai Beach,/india/chennai/understand-idea,1.8,918,6633
Beach,35 Kms,1-2 Hours,None,Puri Beach,/india/puri/southern-response,1.3,803,777
Heritage,28 Kms,Half Day,None,Hyderabad Fort,/india/hyderabad/site-player-once,3.2,260,4598
Wildlife,42 Kms,2-3 Hours,None,Kaziranga Sanctuary,/india/kaziranga/skin-reflect,2.0,877,9109
Wildlife,50 Kms,1-2 Hours,None,Kaziranga National Park,/india/kaziranga/low-police-wind,4.1,206,1108
Nature,34 Kms,1-2 Hours,None,Shillong Hill Station,/india/shillong/cup-rule-risk-right,2.3,959,4699
Beach,31 Kms,Full Day,None,Mumbai Resort,/india/mumbai/owner-guy-interest,3.7,641,2070
Beach,46 Kms,Half Day,None,Mumbai Beach,/india/mumbai/bar-suggest-run,4.6,318,2702
Beach,34 Kms,2-3 Hours,None,Kochi Resort,/india/kochi/tend-weight-minute,2.2,642,403
Heritage,12 Kms,Full Day,None,Delhi Fort,/india/delhi/forget-over-social,2.3,120,1584
Beach,18 Kms,2-3 Hours,None,Chennai Resort,/india/chennai/control-go-avoid,4.8,90,6654
Beach,43 Kms,Half Day,None,Mumbai Beach,/india/mumbai/today-current,3.9,850,5812
Religious,19 Kms,2-3 Hours,None,Rishikesh Ghat,/india/rishikesh/out-get-anything,4.3,718,2478
Beach,31 Kms,2-3 Hours,None,Chennai Resort,/india/chennai/which-best-road,1.2,515,7201
Religious,39 Kms,2-3 Hours,None,Rishikesh Church,/india/rishikesh/just-as-care-travel,3.5,202,5720
Nature,30 Kms,2-3 Hours,None,Ooty Garden,/india/ooty/research-rate-see,3.8,787,8231
Wildlife,47 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/mouth-response,4.6,626,3154
Religious,36 Kms,Half Day,None,Rishikesh Temple,/india/rishikesh/thought-past,2.8,168,586
Wildlife,6 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/order-remember-sit,1.3,891,1193
Religious,10 Kms,Full Day,None,Varanasi Church,/india/varanasi/huge-worker-involve,4.5,977,4947
Nature,42 Kms,Full Day,None,Munnar Hill Station,/india/munnar/dark-civil-wait,2.2,144,6596
Beach,41 Kms,Half Day,None,Chennai Beach,/india/chennai/who-yard-painting,1.4,414,2331
Beach,12 Kms,1-2 Hours,None,Kochi Resort,/india/kochi/to-player-hit,2.1,980,3446
Wildlife,21 Kms,Full Day,None,Jim Corbett Sanctuary,/india/jim corbett/movie-adult-four,3.5,730,4727
Religious,3 Kms,Half Day,None,Madurai Church,/india/madurai/ten-media-white,3.8,527,1712
Beach,30 Kms,Full Day,None,Chennai Beach,/india/chennai/memory-i-play-issue,1.7,922,1277
Beach,35 Kms,1-2 Hours,None,Kochi Beach,/india/kochi/continue-statement,3.6,199,7249
Adventure,44 Kms,Half Day,None,Rishikesh Trekking Trail,/india/rishikesh/leave-glass-itself,4.6,212,7541
Beach,24 Kms,1-2 Hours,None,Mumbai Resort,/india/mumbai/indicate-quality,3.2,484,3964
Nature,31 Kms,Full Day,None,Shillong Garden,/india/shillong/upon-consumer-skin,2.4,441,4433
Adventure,34 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/class-vote,1.9,125,5589
Adventure,6 Kms,Half Day,None,Rishikesh Rafting Point,/india/rishikesh/there-message-sound,4.4,976,4613
Beach,28 Kms,1-2 Hours,None,Mumbai Beach,/india/mumbai/rest-best,2.2,349,2183
Nature,14 Kms,2-3 Hours,None,Ooty Garden,/india/ooty/nor-meet-media,1.1,75,4493
Religious,37 Kms,2-3 Hours,None,Tirupati Temple,/india/tirupati/gas-want-above,2.1,340,85
Religious,37 Kms,Full Day,None,Varanasi Ghat,/india/varanasi/produce-accept,3.0,866,4383
Beach,48 Kms,Full Day,None,Goa Resort,/india/goa/pay-instead-cost,3.0,996,8103
Religious,41 Kms,Full Day,None,Rishikesh Temple,/india/rishikesh/owner-coach,1.7,127,3959
Wildlife,28 Kms,Full Day,None,Kaziranga National Park,/india/kaziranga/her-a-word-four,3.9,208,7633
Heritage,4 Kms,Full Day,None,Delhi Fort,/india/delhi/evening-magazine-me,2.5,480,3224
Adventure,16 Kms,1-2 Hours,None,Rishikesh Rafting Point,/india/rishikesh/animal-view,3.0,708,1410
Religious,9 Kms,Half Day,None,Varanasi Ghat,/india/varanasi/indeed-part-help,2.3,209,184
Wildlife,50 Kms,Half Day,None,Sundarbans National Park,/india/sundarbans/much-maintain-let,4.3,575,595
Wildlife,42 Kms,Full Day,None,Kaziranga National Park,/india/kaziranga/memory-republican,4.9,730,4886
Beach,12 Kms,Half Day,None,Kochi Resort,/india/kochi/window-card-concern,3.0,280,9992
Religious,19 Kms,Half Day,None,Rishikesh Church,/india/rishikesh/owner-near-whole,2.8,279,5006
Religious,6 Kms,Half Day,None,Madurai Temple,/india/madurai/method-exactly,4.8,316,5746
Beach,19 Kms,Full Day,None,Mumbai Beach,/india/mumbai/agency-big-citizen,3.9,556,5370
Nature,32 Kms,1-2 Hours,None,Shillong Hill Station,/india/shillong/institution-seat,4.2,819,7528
Nature,25 Kms,Full Day,None,Leh Garden,/india/leh/short-price,3.4,738,4089
Religious,10 Kms,1-2 Hours,None,Tirupati Temple,/india/tirupati/pressure-if-various,3.4,158,8330
Adventure,21 Kms,Full Day,None,Goa Rafting Point,/india/goa/practice-campaign,1.1,192,6160
Wildlife,48 Kms,Full Day,None,Sundarbans National Park,/india/sundarbans/tonight-may-enjoy,3.8,160,3367
Religious,45 Kms,Full Day,None,Tirupati Ghat,/india/tirupati/space-student,2.7,441,8453
Religious,20 Kms,1-2 Hours,None,Tirupati Church,/india/tirupati/surface-paper,1.9,62,5105
Heritage,24 Kms,1-2 Hours,None,Hyderabad Fort,/india/hyderabad/early-save,3.1,653,1085
Wildlife,18 Kms,2-3 Hours,None,Sundarbans Sanctuary,/india/sundarbans/lot-author-at-along,4.5,63,6586
Nature,46 Kms,Full Day,None,Ooty Hill Station,/india/ooty/enjoy-face-eight,3.8,310,8796
Heritage,19 Kms,1-2 Hours,None,Delhi Fort,/india/delhi/answer-media-inside,3.1,211,4597
Heritage,4 Kms,Full Day,None,Jaipur Fort,/india/jaipur/north-nature-car,4.5,849,6835
Wildlife,1 Kms,Full Day,None,Sundarbans Sanctuary,/india/sundarbans/argue-education,1.6,643,7569
Beach,19 Kms,2-3 Hours,None,Goa Beach,/india/goa/change-successful,2.8,278,8555
Beach,30 Kms,2-3 Hours,None,Goa Resort,/india/goa/medical-approach,2.0,392,3596
Heritage,12 Kms,Full Day,None,Jaipur Museum,/india/jaipur/light-find-movement,2.6,320,8339
Nature,40 Kms,Half Day,None,Leh Hill Station,/india/leh/yet-give-account,1.5,310,9873
Wildlife,18 Kms,2-3 Hours,None,Kaziranga Sanctuary,/india/kaziranga/evening-six-age,1.4,819,5296
